primaryTitle,genres,directors,writers,averageRating,numVotes
Roma,Drama,nm0190859,nm0190859,7.7,140133
GOLD,"Drama,History,Sport",nm1030373,"nm2474980,nm1030373,nm0015287",7.3,11442
Smallfoot,"Adventure,Animation,Comedy","nm0456732,nm1134222","nm0456732,nm0784771,nm0720135,nm0275629,nm0655053,nm0687937,nm1139293,nm1938852",6.6,34028
Angel Has Fallen,"Action,Thriller",nm0006846,"nm0436543,nm3208946,nm0006846,nm4950667,nm4951717",6.4,78809
Incident in a Ghostland,"Drama,Horror,Mystery",nm1052791,nm1052791,6.4,24654
The Hole in the Ground,"Drama,Horror,Mystery",nm2091846,"nm2091846,nm3289681",5.7,15692
Assassination Nation,"Action,Comedy,Crime",nm0506094,nm0506094,5.9,15495
Trapped,"Drama,Thriller",nm0003939,"nm8552307,nm3155648",7.6,10486
American Animals,"Biography,Crime,Drama",nm1717925,"nm1717925,nm1638619,nm1661186,nm3191235,nm4674670,nm6467361",7.0,38245
1922,"Crime,Drama,Horror",nm1991847,"nm0000175,nm1991847",6.3,53110
Apostle,"Drama,Fantasy,Horror",nm2153088,nm2153088,6.3,43482
The Rider,"Drama,Western",nm2125482,nm2125482,7.4,14054
Calibre,"Drama,Thriller",nm2160297,nm2160297,6.8,22524
The Man Who Invented Christmas,"Biography,Comedy,Drama",nm0620576,"nm0185452,nm0822049,nm0002042",7.0,13546
The Miseducation of Cameron Post,Drama,nm3034178,"nm3034178,nm2360311,nm8590036",6.6,18797
Code 8,"Action,Crime,Drama",nm3728712,"nm2425790,nm3728712",6.1,33700
Kesari,"Action,Drama,History",nm5326250,"nm8597757,nm5326250",7.4,14593
A Ghost Story,"Drama,Fantasy,Romance",nm1108007,nm1108007,6.9,60950
Vice,"Biography,Comedy,Drama",nm0570912,nm0570912,7.2,121686
The Clovehitch Killer,"Crime,Drama,Mystery",nm1892658,nm1755986,6.6,17539
Badrinath Ki Dulhania,"Comedy,Drama,Romance",nm4264671,nm4264671,6.1,10389
The Banker,"Biography,Drama",nm1079776,"nm6276982,nm1079776,nm0807901,nm10186115,nm0437267",7.3,18777
"Don't Worry, He Won't Get Far on Foot","Biography,Comedy,Drama",nm0001814,"nm0130216,nm0001814,nm9557552,nm9557553",6.9,22055
Acts of Vengeance,"Action,Crime,Drama",nm0282708,nm1107639,5.7,10381
I Am Mother,"Drama,Mystery,Sci-Fi",nm3078140,"nm2260759,nm3078140",6.7,75726
The Post,Drama,nm0000229,"nm2176283,nm1802857",7.2,135761
The Ghazi Attack,"Action,Thriller,War",nm8623146,"nm8623146,nm6770467,nm0348246,nm4884297",7.6,11904
Beach Rats,Drama,nm2151374,nm2151374,6.4,12510
Thelma,"Drama,Fantasy,Horror",nm1258686,"nm1258777,nm1258686",7.0,26679
Loveless,Drama,nm1168657,"nm2697466,nm1168657",7.6,29709
Adrift,"Action,Adventure,Biography",nm0466349,"nm3764118,nm3764493,nm2434358,nm9333207,nm10008219",6.6,47205
Ayla: The Daughter of War,"Biography,Drama,History",nm8631915,"nm12169599,nm2320774,nm12174997",8.4,34015
Spider-Man: Far from Home,"Action,Adventure,Sci-Fi",nm1218281,"nm0571344,nm1273099,nm0498278,nm0228492",7.5,323163
Abominable,"Adventure,Animation,Comedy","nm0191717,nm1392282",nm0191717,7.0,29192
Icarus,"Documentary,Sport",nm2406731,"nm2406731,nm0598531,nm3439150,nm8672233",7.9,39365
Mary and the Witch's Flower,"Adventure,Animation,Family","nm1099016,nm0948488","nm0829650,nm4940865,nm0948488,nm0293168,nm7325895",6.8,12080
Creed II,"Drama,Sport",nm4023702,"nm3541432,nm0000230,nm0672011,nm1854539,nm3363032,nm4023702",7.1,105145
Missing Link,"Adventure,Animation,Comedy",nm2752098,nm2752098,6.7,21869
A Bad Moms Christmas,Comedy,"nm0524190,nm0601859","nm0524190,nm0601859",5.6,44765
Double Lover,"Drama,Romance,Thriller",nm0654830,"nm0654830,nm0643093,nm0681350",6.2,10306
Dhuruvangal Pathinaaru,"Action,Crime,Mystery",nm8678191,nm8678191,8.3,12410
Birds of Passage,"Crime,Drama","nm5305003,nm1458734","nm8317725,nm2662166,nm5305003,nm1458734",7.5,10211
Bombshell,"Biography,Drama",nm0005366,nm1017488,6.8,88690
Downton Abbey,"Drama,Romance",nm0257554,nm0271501,7.4,39631
Newness,"Drama,Romance",nm2035886,nm1726378,6.3,13995
The Ballad of Buster Scruggs,"Comedy,Drama,Musical","nm0001054,nm0001053","nm0001054,nm0001053,nm0518711,nm0925481",7.3,122251
Wonder Park,"Adventure,Animation,Comedy",nm0113477,"nm0032227,nm0625858,nm0330565",5.9,10015
Anna and the Apocalypse,"Comedy,Horror,Musical",nm3781554,"nm4976087,nm2958492",6.0,10556
7500,"Action,Drama,Thriller",nm2573530,"nm2573530,nm1734747",6.3,20559
The Personal History of David Copperfield,"Comedy,Drama",nm0406334,"nm1006581,nm0002042,nm0406334",6.4,12676
I Can Only Imagine,"Biography,Drama,Family","nm2296528,nm3401779","nm7237147,nm2296528,nm3634546,nm6804524",7.3,14247
Terminator: Dark Fate,"Action,Adventure,Sci-Fi",nm1783265,"nm0275286,nm1221634,nm0712753,nm0000116,nm0251050,nm0295264,nm0005036",6.2,149190
Sanju,"Biography,Comedy,Drama",nm0386246,"nm7580249,nm0386246,nm0430785",7.7,47435
Five Feet Apart,"Drama,Romance",nm1682573,"nm5657522,nm3037068",7.2,43308
Stockholm,"Biography,Comedy,Crime",nm1519253,"nm1519253,nm0485718,nm2858400,nm4924144",6.1,10728
Serenity,"Drama,Mystery,Thriller",nm1140275,nm1140275,5.4,35640
Newton,"Comedy,Drama",nm3536895,"nm3536895,nm5510066",7.7,16712
Mersal,"Action,Thriller",nm5961051,"nm5961051,nm2353436,nm8024751",7.6,25343
Dragged Across Concrete,"Action,Crime,Drama",nm0951975,nm0951975,6.9,37805
Action Point,Comedy,nm1469191,"nm1014365,nm1015106,nm0424216,nm0292712,nm0431918",5.1,10107
Upgrade,"Action,Sci-Fi,Thriller",nm1191481,nm1191481,7.5,158962
The Beach Bum,Comedy,nm0005101,nm0005101,5.5,18504
Fighting with My Family,"Biography,Comedy,Drama",nm0580351,nm0580351,7.1,66405
Jay and Silent Bob Reboot,"Adventure,Comedy",nm0003620,nm0003620,5.7,19608
Zero,"Comedy,Drama,Romance",nm2399862,nm2402576,5.4,23643
Night Hunter,Thriller,nm2006019,nm2006019,5.9,14728
Haunt,"Horror,Thriller","nm1399714,nm1456816","nm1399714,nm1456816",6.3,20720
Cold War,"Drama,History,Music",nm0667734,"nm0667734,nm0323196,nm2819873",7.6,48890
Batman and Harley Quinn,"Action,Adventure,Animation",nm0515005,"nm0863622,nm0471172,nm0004170,nm0277730,nm1439564,nm0227704,nm0938379,nm1303925,nm0918083,nm0942951",5.9,11525
X-Men: Dark Phoenix,"Action,Adventure,Sci-Fi",nm1334526,nm1334526,5.7,155133
Trolls World Tour,"Adventure,Animation,Comedy","nm1019583,nm0230666","nm0008743,nm0074184,nm0285379,nm0938645,nm2533335,nm8540931",6.1,16243
Hichki,"Comedy,Drama",nm5648841,"nm7163053,nm5648841,nm3990128,nm3256976",7.5,10597
The Wild Pear Tree,Drama,nm0149196,"nm9831079,nm0946324,nm0149196",8.1,20653
Bad Times at the El Royale,"Crime,Drama,Mystery",nm1206844,nm1206844,7.1,128730
A Quiet Place,"Drama,Horror,Sci-Fi",nm1024677,"nm1456816,nm1399714,nm1024677",7.5,407372
The Spy Who Dumped Me,"Action,Adventure,Comedy",nm2573005,"nm2573005,nm1503347",6.0,68792
Dolittle,"Adventure,Comedy,Family",nm0300866,"nm0300866,nm2287168,nm3096061,nm2411725,nm0517452",5.6,47887
Outlaw King,"Action,Biography,Drama",nm0533284,"nm1096313,nm0533284,nm1474004,nm3017670,nm0093560",6.9,60045
Acts of Violence,"Action,Crime",nm0233078,nm3996912,5.3,10845
Ittefaq,"Mystery,Thriller",nm2141091,"nm2141091,nm6328031,nm6328030",7.2,10297
Arif V 216,"Comedy,Fantasy,Music",nm1738966,nm0948000,7.1,32777
The Intruder,Thriller,nm1938064,nm0521739,5.6,13134
Tenet,"Action,Sci-Fi,Thriller",nm0634240,nm0634240,7.5,277613
Revenge,"Action,Horror,Thriller",nm0267287,nm0267287,6.4,36276
The Guilty,"Crime,Drama,Thriller",nm7546166,"nm7546166,nm3764055",7.5,44050
Parasite,"Comedy,Drama,Thriller",nm0094435,"nm0094435,nm8243301",8.6,548979
Happy as Lazzaro,"Drama,Fantasy",nm3114621,nm3114621,7.5,15239
The Captain,"Drama,History,Thriller",nm0777881,nm0777881,7.4,13332
Dogman,"Crime,Drama,Thriller",nm0308520,"nm0158323,nm0308520,nm0309979,nm3583024,nm4462605,nm4461870,nm9847292",7.2,22488
Hillbilly Elegy,Drama,nm0000165,"nm8577419,nm0961827",6.8,22037
Truth or Dare,"Horror,Thriller",nm0905592,"nm0718555,nm3273842,nm1496753,nm0905592",5.2,48031
Occupation,"Action,Drama,Sci-Fi",nm1543645,"nm1543645,nm0932028",5.0,11296
The Villainess,"Action,Crime,Drama",nm3468066,"nm8990729,nm3468066",6.7,12211
Night School,Comedy,nm0002700,"nm0366389,nm5183398,nm1830312,nm4002545,nm0831557,nm0357453",5.6,35868
Bad Genius,"Comedy,Crime,Drama",nm5464371,"nm6684145,nm7995470,nm5464371,nm8894228",7.6,17704
I Feel Pretty,"Comedy,Romance","nm0463359,nm0799050","nm0463359,nm0799050",5.5,48957
The 15:17 to Paris,"Biography,Drama,Thriller",nm0000142,"nm2980113,nm7582805,nm7556035,nm7052140,nm9087870",5.3,29249
The Vast of Night,"Drama,Mystery,Sci-Fi",nm9451696,"nm9451696,nm10508535",6.7,27136
Fast & Furious Presents: Hobbs & Shaw,"Action,Adventure,Thriller",nm0500610,"nm0604555,nm1510800,nm0860155",6.4,166663
The Kid Who Would Be King,"Action,Adventure,Family",nm0180428,nm0180428,6.0,14611
Arctic,"Adventure,Drama",nm1020835,"nm1020835,nm5204253",6.8,42649
The Week Of,Comedy,nm0806912,"nm0001191,nm0806912",5.2,18836
Glass,"Drama,Sci-Fi,Thriller",nm0796117,nm0796117,6.7,207858
Parmanu: The Story of Pokhran,"Action,Drama,History",nm0788855,"nm6319218,nm2016161,nm0788855",7.6,21005
Saaho,"Action,Thriller",nm6682160,"nm6682160,nm10927237,nm7978607,nm4990507,nm9447679",5.2,15691
Peppermint,"Action,Drama,Thriller",nm0603628,nm3203841,6.5,56214
Us,"Horror,Mystery,Thriller",nm1443502,nm1443502,6.8,226519
Book Club,"Comedy,Drama,Romance",nm2250139,"nm2250139,nm0799958",6.1,25397
I Am Not an Easy Man,Comedy,nm0693844,"nm1856891,nm0693844",6.3,12301
Shadow,"Action,Adventure,Drama",nm0955443,"nm8976470,nm0955443,nm0837678",7.0,12743
The Professor,"Comedy,Drama",nm7214191,nm7214191,6.7,23863
The Hummingbird Project,"Drama,Thriller",nm1243740,nm1243740,6.2,11817
A Taxi Driver,"Action,Drama,History",nm1922242,nm9348930,7.9,16126
Vivegam,"Action,Thriller",nm2350892,"nm2350892,nm9809644",5.6,10790
Archive,"Drama,Sci-Fi,Thriller",nm2707210,nm2707210,6.3,11453
Mirai,"Adventure,Animation,Drama",nm0396074,nm0396074,7.0,12395
Guns Akimbo,"Action,Comedy,Thriller",nm3950520,nm3950520,6.3,37315
Slaughterhouse Rulez,"Action,Comedy,Fantasy",nm1553775,"nm1553775,nm2204014,nm2616615",5.3,11646
Mirage,"Drama,Fantasy,Mystery",nm1079062,"nm1079062,nm1516346",7.4,41474
Nothing to Lose,"Biography,Drama",nm0042768,"nm2124742,nm2843149,nm10013969,nm7897005",5.4,22885
Mamma Mia! Here We Go Again,"Comedy,Musical,Romance",nm0662530,"nm0662530,nm0193485,nm0424735,nm0187050,nm1755868",6.6,80173
Journal 64,"Crime,Mystery,Thriller",nm1061993,"nm0647695,nm1064048,nm0360694,nm1031708",7.4,12623
Johnny English Strikes Again,"Action,Adventure,Comedy",nm1256143,nm0204030,6.2,64389
Midway,"Action,Adventure,Drama",nm0000386,nm7873659,6.7,66131
At Eternity's Gate,"Biography,Drama",nm0773603,"nm0140643,nm0773603,nm10097123",6.9,28279
The Kindergarten Teacher,Drama,nm2528690,"nm2528690,nm2028715",6.7,13024
Little Italy,"Comedy,Romance",nm0677953,"nm1241330,nm2818287,nm2555261",5.7,11379
Green Book,"Biography,Comedy,Drama",nm0268380,"nm0885014,nm0192942,nm0268380",8.2,376086
Bareilly Ki Barfi,"Comedy,Romance",nm6436658,"nm9169881,nm6328031,nm4318159",7.5,19226
Good Boys,"Adventure,Comedy",nm1969144,"nm1072409,nm1969144",6.7,60190
